Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Angelique: Maren no Rokukishi,2011,Adventure,Idea Factory,,,0.03
Dead Rising,2016,Action,Capcom,,M,0.03
Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment,45,E10+,0.03
Soul Eater: Battle Resonance,2009,Action,Namco Bandai Games,,,0.03
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,D3Publisher,,,0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi,1994,Action,Banpresto,,,0.03
Battlestations: Pacific,2009,Strategy,Eidos Interactive,74,T,0.03
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,2008,Simulation,Broccoli,,,0.03
Rock N Roll Adventures,2007,Platform,Popcorn Arcade,,E,0.03
War Gods,1996,Fighting,GT Interactive,,,0.03
Monster Mayhem: Build and Battle,2009,Simulation,Zushi Games,,E,0.03
Evangelion: Jo,2009,Action,Namco Bandai Games,,,0.03
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,65,T,0.03
Doki Oki,1995,Adventure,Banpresto,,,0.03
Gakuen Alice: WakuWaku * Happy Friends,2007,Adventure,Kids Station,,,0.03
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,Adventure,ChunSoft,,,0.03
I Heart Geeks,2011,Puzzle,CDV Software Entertainment,,,0.03
Konohana 2: Todoke Kanai Requiem,2002,Adventure,Success,,,0.03
Derby Time 2006,2006,Sports,Sony Computer Entertainment,,,0.03
GRID Autosport,2014,Racing,Codemasters,78,E,0.02
Star Wars: Empire at War - Forces of Corruption,2006,Strategy,LucasArts,75,T,0.02
Jewel Quest 5: The Sleepless Star,2012,Action,Licensed 4U,,,0.02
Lets Dance with Mel ,2011,Sports,Black Bean Games,,,0.02
Blade Arcus from Shining EX,2015,Fighting,Sega,,,0.02
MAPLUS: Portable Navi 3,2009,Misc,Edia,,,0.02
Uppers,2016,Action,Marvelous Entertainment,,,0.02
Neverwinter Nights Diamond,2004,Role-Playing,Atari,,M,0.02
Diabolik Lovers: Vandead Carnival,2014,Action,Idea Factory,,,0.02
DEATH NOTE: L o Tsugu Mono,2007,Adventure,Konami Digital Entertainment,,,0.02
ZooCube,2002,Puzzle,Acclaim Entertainment,67,E,0.02
Coven and Labyrinth of Refrain,2016,Action,Nippon Ichi Software,,,0.02
Spy Hunter / Super Sprint,2005,Racing,Zoo Digital Publishing,,,0.02
Sherlock Holmes: The Devils Daughter,2016,Adventure,Bigben Interactive,71,T,0.02
Clover no Kuni no Alice: Wonderful Wonder World,2010,Adventure,Prototype,,,0.02
Otometeki Koi Kakumei * Love Revo! Portable,2010,Adventure,Idea Factory,,,0.02
Room Zoom: Race for Impact,2004,Racing,Jaleco,,,0.02
Petz: Dolphinz Encounter,2009,Simulation,Ubisoft,,E,0.02
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,2013,Adventure,5p,,,0.02
Tube Slider,2003,Racing,Interchannel,62,E,0.02
Winning Post 8 2015,2015,Action,Tecmo Koei,,,0.02
America Oudan Ultra-Quiz,1995,Misc,Victor Interactive,,,0.02
DoDonPachi Dai-Oujou: Black Label Extra,2009,Shooter,5p,,,0.02
My Animal Centre,2009,Simulation,Deep Silver,,,0.02
Turbo: Super Stunt Squad,2013,Sports,D3Publisher,,E,0.02
Shinseiki Evangelion: Battle Orchestra,2007,Fighting,Broccoli,,,0.02
Lets Play Garden,2010,Simulation,Deep Silver,,E,0.02
Juusanshi Engi Engetsu Sangokuden 2,2014,Action,Idea Factory,,,0.02
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,2008,Action,Namco Bandai Games,,,0.02
Disney Planes Fire & Rescue,2014,Action,Disney Interactive Studios,,,0.02
Battlefield 2: Modern Combat(JP sales),2005,Shooter,Electronic Arts,,,0.02
The Lord of the Rings: Conquest,2009,Action,Electronic Arts,57,T,0.02
The Idolmaster: Gravure For You! Vol.7,2012,Action,Namco Bandai Games,,,0.02
Stake: Fortune Fighters,2003,Fighting,Metro 3D,26,T,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,2011,Adventure,Alchemist,,,0.02
Serious Sam Advance,2004,Shooter,Global Star,51,M,0.02
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,,,0.02
Foto Showdown,2010,Role-Playing,Unknown,,E,0.02
Popn Music 12 Iroha,2006,Simulation,Konami Digital Entertainment,,,0.02
BeatMania IIDX 11: IIDX Red,2006,Simulation,Konami Digital Entertainment,,,0.02
Alien Breed Trilogy,2011,Shooter,Mastertronic,,,0.02
Road Trip: The Arcade Edition,2002,Racing,Zoo Digital Publishing,,E,0.02
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005,Sports,Konami Digital Entertainment,,,0.02
Omega Quintet,2014,Role-Playing,Compile Heart,58,T,0.02
No More Heroes: Heroes Paradise,2010,Action,Marvelous Interactive,,,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,2015,Action,Namco Bandai Games,,,0.02
Virtua Tennis: World Tour (jp sales),2005,Sports,Sega,,,0.02
Cold War,2005,Shooter,DreamCatcher Interactive,60,T,0.02
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012,Action,5p,,,0.02
Steel Battalion: Line of Contact,2004,Simulation,Capcom,70,T,0.02
Ken to Mahou to Gakuen Mono. 2G,2010,Role-Playing,Acquire,,,0.02
Viva Pinata,2007,Simulation,Microsoft Game Studios,78,E,0.02
NBA 2K17,2016,Sports,Take-Two Interactive,90,E,0.02
NBA Starting Five,2002,Sports,Konami Digital Entertainment,48,E,0.02
Kami Naru Kimi to,2011,Adventure,Idea Factory,,,0.02
Spy Hunter: Nowhere To Run,2006,Racing,Midway Games,51,T,0.02
Moto Racer DS,2008,Racing,Nobilis,73,E,0.02
Ikki Tousen: Eloquent Fist,2008,Fighting,Marvelous Interactive,,,0.02
Carmen Sandiego: The Secret of the Stolen Drums,2004,Action,BAM! Entertainment,53,E,0.02
Disney's Magical Quest 3 Starring Mickey and Donald,2003,Action,Capcom,58,E,0.02
Elven Legacy,2009,Strategy,Paradox Interactive,71,T,0.02
Strike Witches 2: Iyasu Naosu Punipunisuru,2010,Action,Kadokawa Shoten,,,0.02
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,56,E,0.02
Bunmei Haruka: Aoiza Ibunroku,2011,Action,FuRyu,,,0.02
Neverwinter Nights 2,2006,Role-Playing,Atari,82,T,0.02
Vantage Master Portable,2008,Role-Playing,Falcom Corporation,,,0.02
Lilpri DS: Hime-Chen! Apple Pink,2010,Adventure,Sega,,,0.02
IL-2 Sturmovik: Forgotten Battles,2003,Simulation,Ubisoft,86,T,0.02
Jurassic Park: Operation Genesis,2003,Simulation,Vivendi Games,72,T,0.02
O.M.G. 26 - Our Mini Games,2007,Puzzle,505 Games,,,0.02
PopCap Hits! Vol 2,2011,Misc,Mastertronic,,,0.02
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",2008,Misc,D3Publisher,,,0.02
Arslan: The Warriors of Legend,2016,Action,Tecmo Koei,,T,0.02
Who Wants to be a Millionaire: 2nd Edition,2008,Misc,Ubisoft,,,0.02
Mortal Kombat,1994,Fighting,Acclaim Entertainment,,,0.02
You Dont Know Jack,1995,Misc,Vivendi Games,,,0.02
Warhammer Online: Age of Reckoning,2008,Role-Playing,GOA,86,T,0.02
Worms,2009,Strategy,Sony Computer Entertainment,76,E10+,0.02
ParaWorld,2006,Strategy,Deep Silver,71,T,0.02
Capcom Digital Collection,2012,Action,Capcom,65,T,0.02
Tropico Reloaded,2009,Strategy,Kalypso Media,,T,0.02
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Zoo Digital Publishing,66,E10+,0.02
Bomberman Fantasy Race,1998,Racing,Virgin Interactive,,,0.02
AMF Xtreme Bowling,2006,Sports,Mastertronic,30,E,0.02
Total Overdose: A Gunslingers Tale in Mexico,2005,Shooter,Eidos Interactive,71,M,0.02
Carnage Heart EXA,2010,Strategy,ArtDink,,E10+,0.02
Rugby League Live 3,2015,Action,Tru Blu Entertainment,,E,0.02
The Settlers: Rise of an Empire,2007,Strategy,Ubisoft,66,E10+,0.02
Colin McRae Rally 2.0,2002,Racing,Codemasters,80,E,0.02
Bugriders: The Race of Kings,1997,Racing,GT Interactive,,,0.02
Tank Beat,2006,Strategy,Midas Interactive Entertainment,40,E10+,0.02
Bust-A-Move,1994,Puzzle,Micro Cabin,,,0.02
Wii de Asobu: Metroid Prime,N/A,Shooter,Nintendo,,,0.02
Payout Poker & Casino,2006,Misc,Namco Bandai Games,,,0.02
Sheep,2000,Strategy,Empire Interactive,71,E,0.02
Wangan Midnight Portable,2007,Racing,Genki,,,0.02
Cross Ange: Tenshi to Ryuu no Rondo tr.,2015,Action,Namco Bandai Games,,,0.02
Canvas 2,2006,Adventure,Kadokawa Shoten,,,0.02
Memories Off: Sorekara Again,2006,Adventure,KID,,,0.02
Pony Luv,2008,Simulation,GSP,,E,0.02
11eyes: CrossOver,2009,Adventure,5p,,,0.02
Chuck E. Cheeses Sports Games,2011,Sports,UFO Interactive,,E,0.02
Puppet Show 3: Lost Town,2011,Puzzle,Focus Home Interactive,,,0.02
Stronghold 2 Deluxe,2005,Strategy,Take-Two Interactive,,,0.02
AirForce Delta Storm,2002,Shooter,Konami Digital Entertainment,71,E,0.02
Peter Pan in Disney's Return to Never Land,2002,Platform,Sony Computer Entertainment,,,0.02
Xenosaga I\xc2\xb7II,2006,Role-Playing,Namco Bandai Games,,,0.02
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,2008,Sports,Hudson Soft,,,0.02
Ghost Pirates of Vooju Island,2009,Adventure,DTP Entertainment,66,T,0.02
Cross Channel: In Memory of All People,2011,Adventure,CyberFront,,,0.02
Kuusen II,2004,Simulation,Kadokawa Shoten,,,0.02
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,2010,Adventure,Prototype,,,0.02
Future Tactics: The Uprising,2004,Strategy,JoWood Productions,63,T,0.02
Rengoku II:  The Stairway To H.E.A.V.E.N.,2006,Action,Konami Digital Entertainment,51,T,0.02
Are You Alice?,2011,Adventure,Idea Factory,,,0.02
Dance Dance Revolution: Hottest Party 5,2011,Misc,Konami Digital Entertainment,,,0.02
Anima - Gate of Memories,2016,Action,Avanquest,52,T,0.02
Kensei: Sacred Fist,1997,Fighting,Konami Digital Entertainment,,,0.02
Gochuumon wa Usagi Desu ka?? Wonderful Party!,2016,Adventure,5p,,,0.02
Backyard NFL Football,2007,Sports,Atari,,,0.02
Okashi na Shima no Peter Pan: Sweet Never Land,2011,Adventure,Quinrose,,,0.02
Urakata Hakuoki,2013,Adventure,Idea Factory,,,0.02
George of the Jungle and the Search for the Secret,2008,Platform,Ignition Entertainment,35,E,0.02
Drakensang: The Dark Eye,2009,Role-Playing,Eidos Interactive,,,0.02
Gift: Prism,2006,Adventure,Sweets,,,0.02
Legacy of Ys: Books I & II,2009,Role-Playing,Atlus,,,0.02
Shanghai: True Valor,1998,Puzzle,Activision,,,0.02
Supermodel Makeover by Lauren Luke,2009,Simulation,Avanquest,,,0.02
Pharaoh,1998,Strategy,Vivendi Games,,E,0.02
The Cube,2012,Action,Funbox Media,,,0.02
Major Dream: Major DS Dream Baseball,2008,Sports,Takara Tomy,,,0.02
Escape the Emerald Star,2011,Puzzle,PopCap Games,,E,0.02
Steins;Gate: Senkei Kousoku no Phonogram,2013,Adventure,5p,,,0.02
Thunderbirds,2004,Shooter,Vivendi Games,47,E,0.02
TV Total Events,2011,Misc,7G//AMES,,,0.02
Vitamin Z Revolution,2010,Adventure,D3Publisher,,,0.02
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,Adventure,Alchemist,,,0.02
Inkheart,2009,Adventure,DreamCatcher Interactive,39,E,0.02
Lunatic Dawn Tempest,2001,Role-Playing,ArtDink,,,0.02
Strike Witches: Shirogane no Tsubasa,2012,Strategy,Kadokawa Shoten,,,0.02
Total Immersion Racing,2002,Racing,Empire Interactive,60,E,0.02
Luxor: The Wrath of Set,2006,Puzzle,Mumbo Jumbo,60,E,0.02
Board Game: Top Shop,1999,Misc,Success,,,0.02
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,2007,Action,Konami Digital Entertainment,,,0.02
Bigfoot King of Crush,2011,Racing,Zoo Games,,E,0.02
Demigod,2009,Strategy,Atari,76,T,0.02
Cocoto Magic Circus,2008,Shooter,Neko Entertainment,,E10+,0.02
Dino Dinis Kick Off Revival,2016,Sports,Avanquest,31,,0.02
Farm Frenzy 3,2011,Strategy,Unknown,,,0.02
Europa Universalis III Complete,2008,Strategy,Paradox Interactive,,E10+,0.02
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007,Adventure,Marvelous Interactive,,,0.02
Dynasty Warriors: Eiketsuden,2016,Action,Tecmo Koei,,,0.02
Stronghold Crusader Extreme,2008,Strategy,Gamecock,45,T,0.02
Dunamis 15,2011,Adventure,5p,,,0.02
DemiKids: Dark Version,2002,Role-Playing,Atlus,,,0.02
Mage Knight: Destinys Soldier,2006,Strategy,Namco Bandai Games,59,E10+,0.02
Fishdom 2 Deluxe,2010,Puzzle,Rondomedia,,,0.02
Blender Bros.,2002,Platform,Unknown,73,E,0.02
Treasure Chase,2011,Puzzle,Storm City Games,,,0.02
Suzumiya Haruhi no Heiretsu,2009,Adventure,Sega,,,0.02
DemiKids: Light Version,2002,Role-Playing,Atlus,62,E,0.02
Winx Club: Rockstars,2010,Adventure,Namco Bandai Games,,E,0.02
Nanatsuiro * Drops Pure!!,2007,Adventure,Media Works,,,0.02
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,2010,Misc,D3Publisher,,,0.02
Cities XL 2011,2010,Simulation,Focus Home Interactive,70,E,0.02
Winning Post 8 2015,2015,Action,Tecmo Koei,,,0.02
Ukiyo no Roushi,2015,Action,Unknown,,,0.02
Bottom of the 9th 97,1997,Sports,Konami Digital Entertainment,,,0.02
Shaman King: Chou Senjiryokketsu 3,2002,Role-Playing,King Records,,,0.02
Aikatsu Stars! My Special Appeal,2016,Action,Namco Bandai Games,,,0.02
Rapala for Kinect,2011,Sports,Activision,,E,0.02
Star Trek Online,2010,Role-Playing,Atari,66,T,0.02
Line Rider 2: Unbound,2008,Puzzle,Deep Silver,62,E,0.02
Shin Hayarigami 2,2016,Adventure,Nippon Ichi Software,,,0.02
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,,T,0.02
HatsuKare * Renai Debut Sengen!,2013,Adventure,FuRyu,,,0.02
SimCity Societies,2007,Simulation,Electronic Arts,63,E10+,0.02
Just Sing,2016,Misc,Ubisoft,,E10+,0.02
Kingdom: Ikkitousen no Ken,2010,Action,Konami Digital Entertainment,,,0.02
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,Fighting,Yukes,,,0.02
Empire Deluxe,1992,Strategy,New World Computing,,,0.02
Fast & Furious: Showdown,2013,Action,Activision,,,0.02
Lumo,2016,Puzzle,Rising Star Games,73,E10+,0.02
Bomberman Story DS,2007,Role-Playing,Rising Star Games,,,0.02
RayCrisis: Series Termination,1999,Shooter,JVC,67,E,0.02
IGT Slots: Lucky Larrys Lobstermania,2011,Simulation,Masque Publishing,,,0.02
Tom Clancys Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,78,M,0.02
Ikki Tousen: Shining Dragon,2007,Role-Playing,Marvelous Interactive,,,0.02
DiRT,2007,Racing,Codemasters,84,E,0.02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,Adventure,Minato Station,,,0.02
Toxic Grind,2002,Sports,THQ,49,T,0.02
Tropico 4: Modern Times,2012,Strategy,Kalypso Media,78,T,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011,Misc,Paon,,,0.02
Enchanted Arms (JP sales),2006,Role-Playing,Ubisoft,,,0.02
ScrapLand,2005,Action,Deep Silver,73,T,0.02
Geten no Hana,2013,Misc,Tecmo Koei,,,0.02
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,2009,Adventure,Tecmo Koei,,,0.02
Indianapolis 500 Evolution,2009,Racing,Zushi Games,,E,0.02
Brothers in Arms: Hells Highway,2008,Shooter,Ubisoft,79,M,0.02
D.Gray-man: Sousha no Shikaku,2008,Adventure,Konami Digital Entertainment,,,0.02
Ceville,2009,Action,Kalypso Media,73,E,0.02
Crazy Machines,2010,Puzzle,DTP Entertainment,,E,0.02
Ookami to Koushinryou: Omiowataru Kaze,2009,Adventure,ASCII Media Works,,,0.02
Serious Sam HD: Gold Edition,2011,Shooter,Mastertronic,,,0.02
School Days LxH,2008,Adventure,Interchannel,,,0.02
Neo Angelique,2006,Adventure,Tecmo Koei,,,0.02
Big Ideas VeggieTales: LarryBoy and the Bad Apple,2006,Action,Crave Entertainment,,,0.02
Falcon 4.0: Allied Force,2005,Simulation,Graphsim Entertainment,90,T,0.02
Winning Post 8 2016,2016,Simulation,Tecmo Koei,,,0.02
Namco Museum Battle Collection (JP sales),2005,Misc,Sony Computer Entertainment,,,0.02
Brandish: The Dark Revenant,2009,Role-Playing,Falcom Corporation,78,T,0.02
Summon Night: Swordcraft Story,2003,Role-Playing,Banpresto,77,E10+,0.02
Samurai Shodown V,2006,Fighting,Ignition Entertainment,58,T,0.02
Chaos;Head Noah,2010,Adventure,5p,,,0.02
Minna no Chizu 2,2007,Misc,Zenrin,,,0.02
Pro Fishing Challenge,2004,Sports,Atlus,62,E,0.02
Voodoo Chronicles: First Sign,2011,Adventure,ValuSoft,,,0.02
Franklins Great Adventures,2006,Action,Game Factory,,E,0.02
Diabolik Lovers: More Blood,2015,Adventure,Idea Factory,,,0.02
Princess Saver! Eternal Love for My Lady,2010,Adventure,Comfort,,,0.02
Tokyo Mew Mew,2002,Role-Playing,Takara,,,0.02
Jitsumei Jikkyou Keiba Dream Classic 2002,2002,Sports,Namco Bandai Games,,,0.02
To Love-Ru Trouble: Darkness - True Princess,2015,Action,FuRyu,,,0.02
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,67,E10+,0.02
Kawasaki Jet Ski,2008,Racing,Metro 3D,,E,0.02
Twinkle * Crusaders GoGo!,2010,Adventure,ASCII Media Works,,,0.02
Interactive Storybook DS Series 3,2007,Misc,Tommo,,E,0.02
Moujuutsukai to Oujisama: Snow Bride Portable,2012,Adventure,Idea Factory,,,0.02
Rule of Rose,2006,Action,505 Games,59,M,0.02
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,,,0.02
Bejeweled 2 Deluxe,2006,Puzzle,Focus Home Interactive,,E,0.02
RedCard 20-03,2002,Sports,Midway Games,71,E,0.02
Aragami,2016,Action,FuRyu Corporation,71,M,0.02
GT Legends,2005,Racing,Atari,84,E,0.02
Freestyle Metal X,2003,Racing,Midway Games,,,0.02
Totally Spies! 2: Undercover,2006,Action,Atari,,,0.02
Monster High 13 Wishes,2013,Action,Little Orbit,,E,0.02
Shonen Jumps One Piece: Grand Adventure,2005,Fighting,Namco Bandai Games,,,0.02
Pac-Man World Rally,2006,Racing,Namco Bandai Games,54,E,0.02
Kung Fu Panda,2008,Action,Activision,71,E10+,0.02
Jewel Match 2,2012,Puzzle,Easy Interactive,,,0.02
Net High,2015,Adventure,Marvelous Games,,,0.02
Uta Kumi 575,2014,Misc,Sega,,,0.02
The Professors Brain Trainer: Logic,2005,Puzzle,505 Games,,,0.02
Street Fighter X Tekken,2012,Fighting,Capcom,79,T,0.02
428: Fuusa Sareta Shibuya de,2009,Adventure,Spike,,,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",2016,Adventure,Activision,,,0.02
Catan,2009,Strategy,CDV Software Entertainment,,,0.02
Frontlines: Fuel of War,2008,Shooter,THQ,73,T,0.02
Raven Squad: Operation Hidden Dagger,2009,Shooter,Evolved Games,39,T,0.02
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010,Misc,D3Publisher,,,0.02
Rugby World Cup 2015,2015,Sports,Ubisoft,,E,0.02
NFL Blitz Pro,2003,Sports,Midway Games,71,E,0.02
Tom Clancys EndWar,2009,Strategy,Ubisoft,68,T,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,2016,Adventure,Idea Factory,,,0.02
Nobunagas Ambition: Tenshouki with Power-Up Kit HD Version,2015,Strategy,Tecmo Koei,,,0.02
Commandos: Strike Force,2006,Shooter,Eidos Interactive,62,T,0.02
Warriors of the Lost Empire (JP sales),2007,Role-Playing,Mercury Games,,,0.02
Jojos Bizarre Adventure,1999,Fighting,Virgin Interactive,,,0.02
Lode Runner,2006,Puzzle,Hudson Entertainment,,,0.02
Zathura,2005,Adventure,Take-Two Interactive,48,E10+,0.02
Evolution Snowboarding,2002,Sports,Konami Digital Entertainment,38,T,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,Misc,Sega,,,0.02
Guitar Hero III: Legends of Rock,2007,Misc,Aspyr,79,T,0.02
New Interpretation Stranger of Sword City,2016,Role-Playing,Experience Inc.,,,0.02
Zillions of Enemy X: Zetsukai no Crusade,2013,Role-Playing,Nippon Ichi Software,,,0.02
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996,Puzzle,Compile,,,0.02
Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,78,E10+,0.02
Test Drive Unlimited,2007,Racing,Atari,79,T,0.02
F1 Race Stars,2012,Racing,Codemasters,62,E,0.02
Happiness! De-Lucks,2007,Adventure,Marvelous Interactive,,,0.02
Castlevania: Lords of Shadow - Reverie,2011,Action,Konami Digital Entertainment,,,0.02
Doki Majo Plus,2009,Adventure,SNK Playmore,,,0.02
Eureka Seven Vol. 2: The New Vision,2006,Shooter,Namco Bandai Games,40,T,0.02
Motto! SoniComi,2014,Simulation,Kadokawa Games,,,0.02
RollerCoaster Tycoon World,2016,Simulation,Atari,43,E,0.02
Love Once: Mermaids Tears,2011,Adventure,Unknown,,,0.02
Puzzle Challenge: Crosswords and More!,2006,Puzzle,Crave Entertainment,,,0.02
Muppets Party Cruise,2003,Misc,TDK Mediactive,,E,0.02
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",2009,Action,D3Publisher,,,0.02
Shippuu Mahou Daisakusen: Kingdom-Grandprix,1996,Shooter,Gaga,,,0.02
Saint,2009,Shooter,UFO,,E10+,0.02
Greys Anatomy: The Video Game,2009,Adventure,Ubisoft,36,T,0.02
Collar x Malice,2016,Action,Idea Factory,,,0.02
Berserk and the Band of the Hawk,2016,Action,Tecmo Koei,,,0.02
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,2006,Misc,Yamasa Entertainment,,,0.02
Lets Play Flight Attendant,2010,Simulation,Deep Silver,,E,0.02
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,2011,Misc,Plenty,,,0.02
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,2011,Adventure,Quinrose,,,0.02
18 Wheels of Steel: Extreme Trucker,2009,Racing,Rondomedia,,,0.02
Serious Sam: Next Encounter,2004,Shooter,Global Star,69,M,0.02
X3: Terran War Pack,2012,Misc,Deep Silver,,,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,Misc,Irem Software Engineering,,,0.02
Left 4 Dead,2008,Shooter,Electronic Arts,89,M,0.02
Serious Sam HD: Gold Edition,2010,Shooter,Devolver Digital,,,0.02
Knights Apprentice: Memoricks Adventures,2004,Action,Microids,53,T,0.02
Freedom Wings,2006,Simulation,Natsume,46,E10+,0.02
Akai Ito DS,2008,Adventure,Alchemist,,,0.02
Natsuiro no Sunadokei,2002,Adventure,Princess Soft,,,0.02
Unreal Anthology,2006,Shooter,Midway Games,,M,0.02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,Misc,Sega,,,0.02
Triple Crown Championship Snowboarding,2010,Sports,Destineer,,,0.02
Dream Chronicles,2010,Adventure,Zoo Games,,E,0.02
Geon Cube,2009,Puzzle,P2 Games,,E,0.02
Steal Princess,2008,Platform,Atlus,60,E10+,0.02
Ballblazer Champions,1997,Sports,CTO SpA,,,0.02
G1 Jockey Wii,2007,Sports,Tecmo Koei,,,0.02
Dynasty Warriors 8: Empires,2015,Action,Tecmo Koei,70,T,0.02
The Settlers IV,2001,Strategy,Blue Byte,,,0.02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,Adventure,Alchemist,,,0.02
Genroh,2012,Action,Idea Factory,,,0.02
Galaxy Angel II: Eigou Kaiki no Koku,2009,Strategy,Broccoli,,,0.02
Moujuutsukai to Oujisama Portable,2011,Adventure,Idea Factory,,,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,2010,Adventure,Alchemist,,,0.02
Iron Phoenix,2005,Fighting,Sega,58,T,0.02
Resident Evil Zero,2016,Action,Capcom,,,0.02
Mount & Blade,2008,Role-Playing,Paradox Interactive,,,0.02
Kannou Mukashi Banashi Portable,2012,Adventure,Idea Factory,,,0.02
Tennis no Oji-Sama: Driving Smash! Side King,2008,Sports,Konami Digital Entertainment,,,0.02
Kuon,2004,Adventure,Indie Games,57,M,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010,Adventure,Alchemist,,,0.02
UnchainBlades EXXiV,2012,Role-Playing,FuRyu,,,0.02
Tale of a Hero,2010,Adventure,Daedalic,,,0.02
Carmen Sandiego: The Secret of the Stolen Drums,2004,Action,BAM! Entertainment,57,E,0.02
Fuel,2009,Racing,Codemasters,67,E,0.02
Fritz Chess,2009,Strategy,Deep Silver,,E,0.02
Dies Irae: Amantes Amentes,2012,Action,Views,,,0.02
Mind over Matter,2010,Puzzle,505 Games,,E,0.02
Puyo Puyo! 15th Anniversary,2007,Puzzle,Sega,,,0.02
Discovery Kids: Snake Safari,2009,Simulation,505 Games,,E10+,0.02
Caspers Scare School: Classroom Capers,2008,Adventure,Blast! Entertainment Ltd,,E,0.02
The Idolmaster: Gravure For You! Vol.9,2012,Action,Namco Bandai Games,,,0.02
Dragons Dogma Online: Season 2,2016,Action,Capcom,,,0.02
Heavy Fire: The Chosen Few 3D,2011,Shooter,Mastiff,,T,0.02
Date A Live: Arusu Install,2014,Adventure,Compile Heart,,,0.02
Ryu-koku,2006,Adventure,KID,,,0.02
Dungeon Defenders,2011,Role-Playing,Unknown,81,E10+,0.02
GunParade Orchestra: Midori no Shou,2006,Adventure,Sony Computer Entertainment,,,0.02
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,2008,Misc,Square Enix,,,0.02
Group S Challenge,2003,Racing,Capcom,57,E,0.02
Shooter: Starfighter Sanvein,2000,Shooter,Midas Interactive Entertainment,,,0.02
Fritz Chess,2009,Strategy,Deep Silver,,E,0.02
Mario Tennis,2010,Sports,Nintendo,,,0.02
Ratchet & Clank Collection,2014,Action,Sony Computer Entertainment,,,0.02
Mata Hari: Betrayal is only a Kiss Away,2008,Adventure,DTP Entertainment,63,T,0.02
Sakura Wars 1 & 2,2006,Strategy,Sega,,,0.02
Dragons Lair,2010,Platform,Destineer,63,E10+,0.02
Disney's Meet the Robinsons,2007,Action,Disney Interactive Studios,64,E10+,0.02
Cities in Motion Collection,2011,Simulation,Unknown,,E,0.02
Indigo Prophecy,2005,Adventure,Atari,85,M,0.02
Rugby League Team Manager 2015,2015,Action,Alternative Software,,,0.02
Terminator 3: The Redemption,2004,Shooter,Atari,68,T,0.02
