Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Classic NES Series: Dr. Mario,2004,Puzzle,Nintendo,66,E,560000
The Sims: Bustin Out,2003,Simulation,Electronic Arts,81,T,560000
NCAA March Madness 07,2007,Sports,Electronic Arts,63,E,560000
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,76,M,560000
"Monsters, Inc. Scream Team",2001,Platform,Sony Computer Entertainment,65,E,560000
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,,M,560000
Harry Potter Collection,2006,Misc,Electronic Arts,,E10+,560000
Top Spin 3,2008,Action,Take-Two Interactive,78,E,560000
Yu-Gi-Oh! World Championship Tournament 2004,2004,Misc,Konami Digital Entertainment,,,560000
Cabelas Big Game Hunter 2005 Adventures,2004,Sports,Activision,55,T,560000
LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,71,E10+,560000
Knockout Kings 2001,2001,Fighting,Electronic Arts,81,T,560000
Army Men: Sarges Heroes,1999,Action,3DO,,,560000
Jillian Michaels Fitness Ultimatum 2010,2009,Sports,Majesco Entertainment,,E,560000
Petz Dogz 2,2007,Simulation,Ubisoft,,E,560000
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,80,T,560000
Tom Clancys HAWX,2009,Action,Ubisoft,74,T,560000
All-Star Baseball 2002,2001,Sports,Acclaim Entertainment,77,E,560000
TMNT,2007,Action,Ubisoft,58,E10+,560000
Backyard NFL Football,2002,Sports,Infogrames,,,560000
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,80,T,560000
NASCAR Rumble,2000,Racing,Electronic Arts,,,560000
Bolt,2008,Adventure,Disney Interactive Studios,50,E10+,560000
WWE Raw 2,2003,Fighting,THQ,68,T,560000
Harvest Moon: The Tale of Two Towns,2010,Simulation,Natsume,68,E,560000
Resident Evil 2,1999,Action,Virgin Interactive,,,560000
Mega Man X2,1993,Platform,Laguna,,,560000
Manhunt 2,2007,Action,Take-Two Interactive,67,M,560000
Fullmetal Alchemist and the Broken Angel,2003,Role-Playing,Square Enix,56,T,560000
Tony Hawks Project 8,2006,Sports,Activision,68,T,560000
Hamtaro: Ham-Hams Unite!,2001,Role-Playing,Nintendo,,,560000
Batman Begins,2005,Action,Electronic Arts,64,T,560000
Dogz,2006,Simulation,Ubisoft,,E,560000
Assassins Creed: Unity,2014,Action,Ubisoft,70,M,560000
Tony Hawks Proving Ground,2007,Sports,Activision,72,T,560000
Dr. Seuss The Cat in the Hat,2003,Misc,Vivendi Games,56,E,560000
Barbie Groovy Games,2002,Misc,Universal Interactive,47,E,560000
Resident Evil: Revelations 2,2015,Action,Capcom,75,M,560000
Wolfenstein,2009,Shooter,Activision,72,M,560000
Yu-Gi-Oh! Reshef of Destruction,2003,Strategy,Konami Digital Entertainment,,,560000
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,71,E,560000
ESPN NFL Football,2003,Sports,Sega,91,E,560000
Tetris Party Deluxe,2010,Puzzle,Nintendo,72,E,560000
Fatal Fury Special,1994,Fighting,Takara,,,560000
Major League Baseball 2K5,2005,Sports,Take-Two Interactive,81,E,560000
DS Bimoji Training,2008,Misc,Nintendo,,,560000
Gravity Rush,2012,Action,Sony Computer Entertainment,83,T,560000
Archer Macleans Mercury,2005,Puzzle,Ignition Entertainment,75,E,560000
Soldier of Fortune: Gold Edition,2001,Shooter,Codemasters,59,M,560000
Final Fantasy IV: The Complete Collection,2011,Role-Playing,Square Enix,77,E10+,560000
Pro Evolution Soccer 2017,2016,Sports,Konami Digital Entertainment,85,E,560000
Frontlines: Fuel of War,2008,Shooter,THQ,75,T,560000
MX 2002 Featuring Ricky Carmichael,2001,Racing,THQ,76,E,560000
NCAA Football 07,2006,Sports,Electronic Arts,88,E,560000
No More Heroes,2007,Action,Rising Star Games,83,M,550000
Lunar: Silver Star Story Complete,1998,Role-Playing,Kadokawa Shoten,78,T,550000
Hot Shots Golf: World Invitational,2011,Sports,Sony Computer Entertainment,76,E,550000
God of War: Origins Collection,2011,Action,Sony Computer Entertainment,84,M,550000
Dora The Explorer: Dora Saves the Snow Princess,2008,Platform,Take-Two Interactive,47,E,550000
NBA Showtime: NBA on NBC,1999,Sports,Midway Games,,,550000
StarCraft II: Legacy of the Void,2015,Strategy,Activision,88,T,550000
Soul Reaver 2,2001,Action,Eidos Interactive,80,M,550000
Metal Gear Solid 3: Subsistence,2005,Action,Konami Digital Entertainment,94,M,550000
Enslaved: Odyssey to the West,2010,Action,Namco Bandai Games,80,T,550000
The Godfather (old US sales),2006,Action,Electronic Arts,,,550000
Daytona USA,1994,Racing,Sega,,,550000
WWF Raw,2002,Fighting,THQ,68,T,550000
Shin Super Robot Taisen,1996,Role-Playing,Banpresto,,,550000
Jump Super Stars,2005,Fighting,Nintendo,,,550000
Star Wars Battlefront (2015),2015,Shooter,Electronic Arts,,,550000
The Activision Decathlon,1982,Sports,Activision,,,550000
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001,Shooter,D3Publisher,,,550000
Fighting Force 2,1999,Action,Eidos Interactive,,,550000
Catz,2006,Simulation,Ubisoft,,E,550000
Ratchet & Clank: Quest for Booty,2008,Platform,Sony Computer Entertainment,,,550000
Sakura Wars,1996,Adventure,Sega,,,550000
Extermination,2001,Action,Sony Computer Entertainment,67,M,550000
Batman: Vengeance,2001,Adventure,Ubisoft,68,T,550000
Derby Stallion 04,2004,Sports,Enterbrain,,,550000
Rapala Tournament Fishing!,2006,Sports,Activision,,,550000
Tony Hawks Pro Skater 3,2002,Sports,Activision,93,T,550000
Mega Man Zero,2002,Platform,Capcom,82,E,550000
Contender 2,2000,Fighting,3DO,,T,550000
Star Wars: Dark Forces,1996,Shooter,LucasArts,,,550000
The Amazing Spider-Man 2 (2014),2014,Action,Activision,,,550000
NBA 2K8,2007,Sports,Take-Two Interactive,81,E,550000
Rayman Origins,2011,Platform,Ubisoft,92,E10+,550000
SD Gundam G Generation Zero,1999,Strategy,Namco Bandai Games,,,550000
MX vs. ATV: Alive,2011,Racing,THQ,63,E,550000
Purr Pals,2007,Simulation,THQ,67,E,550000
Super Robot Taisen F,1997,Strategy,Banpresto,,,550000
Shrek 2,2004,Platform,Activision,72,E,550000
Assassins Creed II,2010,Action,Ubisoft,86,M,550000
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,2002,Sports,Sega,,,550000
Secret Agent Clank(US sales),2008,Platform,Sony Computer Entertainment,,,550000
SpongeBob SquarePants: SuperSponge,2001,Action,THQ,,,550000
Super Robot Taisen F Kanketsuhen,1998,Strategy,Banpresto,,,550000
Madagascar: Escape 2 Africa,2008,Action,Activision,,,550000
Tak and the Power of Juju,2003,Platform,THQ,79,E,550000
Lips: Number One Hits,2009,Misc,Microsoft Game Studios,70,T,550000
Mortal Kombat 3,1995,Fighting,Sony Computer Entertainment,,,550000
Grease,2010,Misc,505 Games,,,550000
Turok: Evolution,2002,Shooter,Acclaim Entertainment,68,M,550000
Jak X: Combat Racing,2005,Racing,Sony Computer Entertainment,76,T,550000
Donkey Kong Jungle Climber,2007,Platform,Nintendo,,,550000
American Idol,2003,Misc,Codemasters,41,E,550000
Top Gun: Fire at Will!,1996,Misc,Microprose,,,550000
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,,E,550000
Red Dead Revolver,2004,Shooter,Take-Two Interactive,74,M,550000
Tony Hawk: Shred,2010,Sports,Activision,,E,550000
CrossworDS,2008,Puzzle,Deep Silver,67,E,550000
Viva Pinata: Pocket Paradise,2008,Simulation,THQ,82,E,550000
Petz Catz Clan,2008,Simulation,Ubisoft,,E,550000
ZhuZhu Pets 2: Featuring The Wild Bunch,2010,Simulation,Activision,,E,550000
Sly Cooper: Thieves in Time,2013,Platform,Sony Computer Entertainment Europe,75,E10+,540000
Kirby and the Rainbow Curse,2015,Platform,Nintendo,73,E,540000
Spec Ops: The Line,2012,Shooter,Take-Two Interactive,77,M,540000
Iron Man,2008,Action,Sega,47,T,540000
SingStar Summer Party,2008,Misc,Sony Computer Entertainment,,,540000
F1 2013,2013,Racing,Codemasters,77,E,540000
The SpongeBob SquarePants Movie,2004,Platform,THQ,74,E,540000
NHL 14,2013,Sports,Electronic Arts,80,E10+,540000
FIFA Soccer 07,2006,Sports,Electronic Arts,,,540000
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000,Sports,SquareSoft,,,540000
Legends of WrestleMania,2009,Fighting,THQ,70,T,540000
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,80,E,540000
Are You Smarter than a 5th Grader? Make the Grade,2008,Misc,THQ,,E,540000
Medarot 2: Kabuto / Kuwagata Version,1999,Role-Playing,Imagineer,,,540000
Rock Band 4,2015,Misc,Harmonix Music Systems,79,T,540000
Dance Dance Revolution Ultramix,2003,Simulation,Konami Digital Entertainment,82,E,540000
Crash Tag Team Racing,2005,Racing,Vivendi Games,66,E10+,540000
Front Mission 4,2003,Strategy,Square Enix,75,T,540000
Rayman Origins,2012,Platform,Ubisoft,88,E10+,540000
The Fairly Odd Parents: Breakin Da Rules,2003,Platform,THQ,,,540000
Ninokuni: Shikkoku no Madoushi,2010,Role-Playing,Level 5,,,540000
F.E.A.R.,2007,Shooter,Vivendi Games,72,M,540000
Enslaved: Odyssey to the West,2010,Action,Namco Bandai Games,82,T,540000
SRS: Street Racing Syndicate,2004,Racing,Namco Bandai Games,,,540000
Dragon Ball Z: Shin Budokai,2006,Fighting,Atari,70,T,540000
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,75,E,540000
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,58,T,540000
Def Jam: Fight for NY,2004,Fighting,Electronic Arts,84,M,540000
Action Force,1982,Action,CPG Products,,,540000
Gauntlet Legends,1999,Action,Midway Games,,,540000
FIFA 99,1998,Sports,Electronic Arts,,,540000
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,84,E,540000
Kidou Senshi Gundam: Extreme VS,2011,Fighting,Namco Bandai Games,,,540000
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,,,540000
NBA Live 10,2009,Sports,Electronic Arts,81,E,540000
Metro 2033,2010,Shooter,THQ,77,M,540000
Bust A Groove,1998,Misc,Sony Computer Entertainment,,,540000
Fire Emblem: Path of Radiance,2005,Action,Nintendo,85,T,540000
Hotel Dusk: Room 215,2007,Adventure,Nintendo,78,T,540000
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002,Role-Playing,Enix Corporation,,,540000
Lets Draw!,2008,Misc,Ubisoft,,,540000
Pachi-Slot Aruze Oukoku 2,1999,Misc,Aruze Corp,,,540000
Dragons Crown,2013,Role-Playing,Nippon Ichi Software,82,T,540000
Bratz: Rock Angelz,2004,Misc,THQ,,E,540000
SSX Tricky,2001,Sports,Electronic Arts,87,E,540000
Greg Hastings Tournament Paintball,2004,Shooter,Activision,74,T,540000
World Soccer Winning Eleven 7 International (JP version),2004,Sports,Konami Digital Entertainment,,,540000
ESPN NBA Basketball,2003,Sports,Sega,89,E,540000
Just Dance 2015,2014,Misc,Ubisoft,70,E10+,540000
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,55,T,540000
Sacred 2: Fallen Angel,2009,Role-Playing,Deep Silver,71,M,540000
Two Worlds II,2011,Role-Playing,SouthPeak Games,67,M,540000
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,47,E,540000
Over the Hedge,2006,Platform,Activision,58,E10+,540000
Mat Hoffmans Pro BMX,2001,Sports,Activision,80,E,540000
50 Classic Games,2009,Misc,Destineer,,E,540000
NHL 14,2013,Sports,Electronic Arts,81,E10+,540000
Popeye,1982,Platform,Parker Bros.,,,540000
Petz Nursery,2009,Simulation,Ubisoft,,E,540000
The Hobbit,2003,Platform,Vivendi Games,59,E,540000
Harry Potter and the Deathly Hallows - Part 1,2010,Action,Electronic Arts,41,T,540000
War of the Monsters,2003,Fighting,Sony Computer Entertainment,80,T,540000
Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,58,T,540000
NBA Street Vol. 2,2003,Sports,Electronic Arts,88,E,540000
Monster Jam: Path of Destruction,2010,Racing,Activision,,E,540000
The Incredible Hulk: Ultimate Destruction,2005,Action,Vivendi Games,83,T,540000
Summer Sports: Paradise Island,2008,Sports,Ubisoft,46,E,540000
Inazuma Eleven GO,2011,Role-Playing,Nintendo,,,530000
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",1998,Adventure,Sega,,,530000
Time Crisis II,2001,Shooter,Namco Bandai Games,81,T,530000
Clock Tower,1996,Adventure,ASCII Entertainment,,,530000
NCAA March Madness 06,2005,Sports,Electronic Arts,78,E,530000
Monster High: Ghoul Spirit,2011,Misc,THQ,,E,530000
Valkyria Chronicles II,2010,Role-Playing,Sega,83,T,530000
Jampack Volume 11,2004,Misc,Sony Computer Entertainment,,,530000
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,85,T,530000
Rune Factory: A Fantasy Harvest Moon,2006,Role-Playing,Rising Star Games,78,E,530000
Legacy of Kain: Defiance,2003,Action,Eidos Interactive,75,M,530000
Battlefield 1,2016,Shooter,Electronic Arts,88,M,530000
SpongeBob SquarePants: Game Boy Advance Video Volume 2,2004,Misc,THQ,,,530000
007 Racing,2000,Racing,Electronic Arts,51,T,530000
NCAA March Madness 2005,2004,Sports,Electronic Arts,78,E,530000
Tactics Ogre: Let Us Cling Together,2010,Role-Playing,Square Enix,87,T,530000
Conflict: Vietnam,2004,Shooter,SCi,58,M,530000
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2004,Misc,Sega,,,530000
Manhunt 2,2007,Action,Take-Two Interactive,62,M,530000
MLB SlugFest 20-04,2003,Sports,Midway Games,78,E,530000
Gex 3: Deep Cover Gecko,1999,Platform,Eidos Interactive,,,530000
NASCAR 09,2008,Racing,Electronic Arts,,E,530000
Blitz: The League,2004,Sports,Midway Games,78,M,530000
Jampack Vol. 2,1996,Misc,Sony Computer Entertainment,,,530000
Virtual Soccer,1993,Sports,Hudson Soft,,,530000
G-Force,2009,Action,Disney Interactive Studios,,E10+,530000
Romance of the Three Kingdoms IV: Wall of Fire,1994,Strategy,Tecmo Koei,,,530000
Winning Post,1993,Sports,Tecmo Koei,,,530000
Peter Jacksons King Kong: The Official Game of the Movie,2005,Action,Ubisoft,82,T,530000
Burnout Revenge,2005,Racing,Electronic Arts,89,E10+,530000
Medal of Honor: European Assault,2005,Shooter,Electronic Arts,72,T,530000
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,71,E,530000
The Lord of the Rings: The Fellowship of the Ring,2002,Action,Universal Interactive,59,T,530000
NBA 06,2005,Sports,Sony Computer Entertainment,63,E,530000
Inazuma Eleven,2008,Role-Playing,Nintendo,74,E,530000
Excite Truck,2006,Racing,Nintendo,72,E,530000
Phoenix Wright: Ace Attorney - Justice for All,2006,Adventure,Capcom,,,530000
Bulletstorm,2011,Shooter,Electronic Arts,83,M,530000
Spider-Man,2000,Action,Activision,,,530000
Hello Kitty: Big City Dreams,2008,Puzzle,Empire Interactive,,E,530000
Magicians Quest: Mysterious Times,2008,Role-Playing,Konami Digital Entertainment,69,E10+,530000
X-Men Legends,2004,Role-Playing,Activision,81,T,530000
Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,,M,530000
Plants vs. Zombies: Garden Warfare 2,2016,Shooter,Electronic Arts,81,E10+,530000
Front Mission 2,1997,Strategy,SquareSoft,,,530000
Jewel Master Egypt,2009,Puzzle,Rondomedia,56,E,530000
ModNation Racers,2010,Racing,Sony Computer Entertainment,73,E,530000
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,71,E10+,530000
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,75,T,530000
Are You Smarter Than A 5th Grader?,2007,Misc,Mindscape,,E,530000
Oni,2001,Action,Take-Two Interactive,69,T,530000
How to Train Your Dragon,2010,Action,Activision,60,E10+,530000
Tom Clancys Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,61,T,530000
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,Action,THQ,47,E,530000
Terminator Salvation,2009,Shooter,Warner Bros. Interactive Entertainment,43,T,530000
Disgaea 3: Absence of Justice,2008,Role-Playing,Square Enix,78,T,530000
The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,82,T,530000
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,91,T,530000
Skylanders: SuperChargers,2015,Action,Activision,87,E10+,530000
Frozen: Olafs Quest,2013,Platform,Disney Interactive Studios,,,530000
Juiced,2005,Racing,THQ,68,T,530000
The Warriors,2005,Action,Take-Two Interactive,84,M,530000
F1 2016 (Codemasters),2016,Racing,Codemasters,,,530000
J-League Soccer: Prime Goal 2,1994,Sports,Namco Bandai Games,,,530000
Star Fox Command,2006,Shooter,Nintendo,76,E10+,530000
NASCAR 2000,1999,Racing,Electronic Arts,,,530000
Wayne Gretzkys 3D Hockey,1996,Sports,Nintendo,,,530000
Pachi-Slot Aruze Oukoku 4,2000,Misc,Aruze Corp,,,530000
Return to Castle Wolfenstein: Operation Resurrection,2003,Shooter,Activision,66,M,530000
Mario Tennis: Power Tour,2005,Sports,Nintendo,81,E,520000
Tales of Symphonia,2013,Role-Playing,Namco Bandai Games,,T,520000
Seaman,1999,Simulation,Sega,82,T,520000
The Grinch,1999,Adventure,Konami Digital Entertainment,55,E,520000
Rory McIlroy PGA Tour,2015,Action,Electronic Arts,61,E,520000
Michael Jackson: The Experience,2011,Misc,Ubisoft,66,E10+,520000
Lords of the Fallen,2014,Role-Playing,Square Enix,68,M,520000
Tales of Destiny,2006,Role-Playing,Namco Bandai Games,,,520000
Stuntman: Ignition,2007,Racing,THQ,76,T,520000
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,,,520000
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,2010,Simulation,Electronic Arts,,,520000
F.E.A.R. 2: Project Origin,2009,Shooter,Warner Bros. Interactive Entertainment,77,M,520000
Madden NFL 07,2006,Sports,Electronic Arts,76,E,520000
WWE 2K16,2015,Sports,Take-Two Interactive,,T,520000
Mystery Dungeon: Shiren the Wanderer,2006,Role-Playing,Sega,69,E,520000
GT Pro Series,2006,Racing,Ubisoft,41,E,520000
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,79,E,520000
The Golden Compass,2007,Action,Sega,46,E10+,520000
Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,70,E,520000
Final Fantasy Chronicles,2001,Role-Playing,Square,89,T,520000
F1 2009,2009,Racing,Codemasters,68,E,520000
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,Namco Bandai Games,68,T,520000
Syphon Filter 3,2001,Shooter,Sony Computer Entertainment,73,M,520000
Metal Gear Solid 2: Substance,2002,Action,Konami Digital Entertainment,87,M,520000
NBA Live 08,2007,Sports,Electronic Arts,73,E,520000
Puzzle & Dragons Z + Super Mario Bros. Edition,2015,Puzzle,Nintendo,,,520000
We Love Katamari,2005,Puzzle,Electronic Arts,86,E,520000
Sesame Street: Once Upon A Monster,2011,Misc,Warner Bros. Interactive Entertainment,79,E,520000
NCAA Football 2003,2002,Sports,Electronic Arts,90,E,520000
We Cheer,2008,Simulation,505 Games,56,E10+,520000
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Midway Games,68,T,520000
Mega Man 6,1993,Platform,Capcom,,,520000
FIFA 12,2011,Sports,Electronic Arts,,,520000
NBA Live 09,2008,Sports,Electronic Arts,75,E,520000
Mission: Impossible,1999,Action,Infogrames,,,520000
SingStar Dance,2010,Misc,Sony Computer Entertainment,65,T,520000
Rival Schools: United By Fate,1998,Fighting,Capcom,,,520000
Swing Away Golf,2000,Sports,Electronic Arts,78,E,520000
J-League Pro Soccer Club o Tsukurou! 3,2003,Sports,Sega,,,520000
Tomb Raider: Legend,2006,Action,Eidos Interactive,82,T,520000
Silent Hill: Origins,2007,Action,Konami Digital Entertainment,78,M,520000
Freedom Fighters,2003,Shooter,Electronic Arts,81,T,520000
Gun,2005,Shooter,Activision,79,M,520000
Thats So Raven 2: Supernatural Style,2005,Adventure,Disney Interactive Studios,52,E,520000
Rooms: The Main Building,2010,Adventure,Nintendo,56,E,520000
Fight Night Round 3,2006,Fighting,Electronic Arts,74,T,520000
The Punisher,2005,Action,THQ,68,M,520000
Front Mission 3,1999,Strategy,SquareSoft,,,520000
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,2006,Misc,Nintendo,,,520000
SSX On Tour,2005,Sports,Electronic Arts,80,E,520000
The Sims 2: Open for Business,2006,Simulation,Electronic Arts,78,T,520000
Rune Factory 2: A Fantasy Harvest Moon,2008,Role-Playing,Rising Star Games,77,E,520000
Way of the Samurai 3,2008,Action,Gamebridge,58,M,520000
Tony Hawks Pro Skater 3,2002,Sports,Activision,90,E,520000
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,69,E,520000
Cars 2,2011,Racing,Disney Interactive Studios,,,520000
Omega Boost,1999,Shooter,Sony Computer Entertainment,,,520000
NFL 2K3,2002,Sports,Sega,,,520000
Go Diego Go! Safari Rescue,2008,Action,Take-Two Interactive,,,520000
SimAnimals,2009,Simulation,Electronic Arts,70,E,520000
NBA Live 2002,2001,Sports,Electronic Arts,81,E,520000
Sonic & All-Stars Racing Transformed,2012,Racing,Sega,,,520000
Jampack Winter 2002,2002,Misc,Sony Computer Entertainment,,,520000
Classic Word Games,2009,Misc,Ubisoft,,E,520000
The 3rd Birthday,2010,Role-Playing,Square Enix,71,M,510000
Way of the Samurai,2002,Action,Eidos Interactive,74,M,510000
Alien: Isolation,2014,Shooter,Sega,78,M,510000
