Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Lunar Legend,2002,Role-Playing,Media Rings,79,E,190000
Conflict: Global Terror,2005,Shooter,Eidos Interactive,62,M,190000
Jikkyou Powerful Pro Baseball 2016,2016,Sports,Konami Digital Entertainment,,,190000
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006,Misc,D3Publisher,,,190000
NASCAR Unleashed,2011,Racing,Activision,,E,190000
How to Train Your Dragon 2,2014,Adventure,Little Orbit,,E10+,190000
Nobunaga no Yabou: Souzou,2013,Strategy,Tecmo Koei,,,190000
Death Jr.,2005,Platform,Konami Digital Entertainment,61,T,190000
Hulk,2003,Action,Universal Interactive,71,T,190000
Boogie,2007,Misc,Electronic Arts,52,E10+,190000
Arcade Shooting Gallery,2008,Shooter,Zoo Games,,E10+,190000
Gungrave,2002,Shooter,Activision,65,M,190000
Phantasy Star Universe,2006,Role-Playing,Sega,68,T,190000
Schlag den Raa,2010,Misc,Namco Bandai Games,,,190000
Transworld Surf,2002,Sports,Atari,76,T,190000
Metro: Last Light,2013,Action,Deep Silver,82,M,190000
FIFA 14,2013,Sports,Electronic Arts,,E,190000
50 Cent: Blood on the Sand,2009,Shooter,THQ,72,M,190000
Tenchu: Fatal Shadows,2004,Action,Sega,58,M,190000
Taiko no Tatsujin: Wii U Version!,2013,Misc,Namco Bandai Games,,,190000
Namco Museum Megamix,2010,Misc,Namco Bandai Games,53,E,190000
Chaotic: Shadow Warriors,2009,Action,Activision,,E10+,190000
Driver: San Francisco,2011,Racing,Ubisoft,80,T,190000
The Legend of Spyro: A New Beginning,2006,Platform,Vivendi Games,67,E10+,190000
International Soccer,1981,Sports,Mattel Interactive,,,190000
The Walking Dead: Season Two,2014,Adventure,Telltale Games,,,190000
Princess Maker: Yumemiru Yosei,1997,Strategy,Sony Computer Entertainment,,,190000
Armored Core: For Answer,2008,Simulation,Ubisoft,62,T,190000
Big Air,1999,Sports,Accolade,,,190000
3rd Super Robot Wars Z Jigoku Hen,2014,Role-Playing,Namco Bandai Games,,,190000
Shining Force II,1993,Strategy,Sega,,,190000
Gallop Racer,1999,Sports,Tecmo Koei,,,190000
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,67,E,190000
Wheres Waldo? The Fantastic Journey,2009,Adventure,Ubisoft,,E,190000
Street Fighter X Tekken,2012,Fighting,Capcom,79,T,190000
Sudoku Gridmaster (JP sales),2006,Puzzle,Nintendo,,,190000
College Slam,1995,Sports,Acclaim Entertainment,,,190000
Monsters vs. Aliens,2009,Action,Activision,64,E10+,190000
Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,,,190000
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,,,190000
NBA Ballers: Chosen One,2008,Sports,Midway Games,55,E,190000
Tamagotchi Party On!,2006,Misc,Namco Bandai Games,,,190000
Daigasso! Band Brothers,2004,Misc,Nintendo,,,190000
Singstar: Ultimate Party,2014,Misc,Sony Computer Entertainment Europe,47,,190000
Rise of the Kasai,2005,Action,Sony Computer Entertainment,68,M,190000
Thoroughbred Breeder,1993,Simulation,Hect,,,190000
Momotarou Dentetsu World,2010,Misc,Hudson Soft,,,190000
Risen,2009,Role-Playing,Deep Silver,60,M,190000
Beyblade: Metal Fusion - Battle Fortress,2009,Action,Konami Digital Entertainment,,,190000
Nostalgia,2008,Role-Playing,Tecmo Koei,72,E10+,190000
Dynasty Warriors Gundam,2007,Action,Namco Bandai Games,55,T,190000
Kuma-Tomo,2013,Misc,Namco Bandai Games,,,190000
Chibi-Robo! Park Patrol,2007,Adventure,Nintendo,78,E,190000
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,,T,190000
Jurassic: The Hunted,2009,Shooter,Activision,,T,190000
Farmtopia,2010,Simulation,505 Games,,E,190000
DanceDanceRevolution,2010,Simulation,Konami Digital Entertainment,60,E10+,190000
"Ni Hao, Kai-lan: Super Game Day",2009,Misc,Take-Two Interactive,,E,190000
One Piece: Unlimited Adventure,2007,Adventure,Namco Bandai Games,67,T,190000
Conflict: Denied Ops,2008,Shooter,Eidos Interactive,51,M,190000
Crash & Spyro Superpack,2005,Platform,Vivendi Games,,,190000
Reel Fishing Paradise 3D,2011,Sports,Marvelous Interactive,57,E,190000
Phantasy Star Nova,2014,Role-Playing,Sega,,,190000
Binary Domain,2012,Action,Sega,74,M,190000
ThunderStrike 2,1994,Simulation,Core Design Ltd.,,,190000
Magical ZhuZhu Princess: Carriages & Castles,2011,Simulation,Activision,,,190000
Skylanders: SuperChargers,2015,Action,Activision,,,190000
Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,,,190000
Super Real Mahjong P V,1995,Misc,Seta Corporation,,,190000
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,67,E10+,190000
Thomas the Tank Engine & Friends,2004,Adventure,Unknown,,,190000
Fairy Fencer F,2013,Role-Playing,Nippon Ichi Software,65,T,190000
Penguin no Mondai X: Tenkuu no 7 Senshi,2009,Action,Konami Digital Entertainment,,,190000
The Scorpion King: Sword of Osiris,2002,Action,Vivendi Games,72,E,190000
Jeep Thrills,2008,Racing,Zoo Digital Publishing,,E,190000
Bubsy 3D,1996,Platform,Accolade,,,190000
NCAA Final Four 2001,2000,Sports,Sony Computer Entertainment,49,E,190000
Face Training,2007,Misc,Nintendo,,,190000
Robin Hood: Defender of the Crown,2003,Strategy,Capcom,59,T,190000
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,,E,190000
Pro Evolution Soccer 2014,2013,Action,Konami Digital Entertainment,,E,190000
SD Gundam GX,1994,Strategy,Namco Bandai Games,,,190000
R-Type Final,2003,Shooter,Metro 3D,79,E,190000
Jackie Chan Adventures: Legend of the Dark Hand,2001,Action,Activision,,,190000
F1 2011,2011,Racing,Codemasters,83,E,190000
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,51,T,190000
Bolt,2008,Adventure,Disney Interactive Studios,59,E10+,190000
Mathews Bowhunting,2010,Sports,Zoo Games,,T,190000
Sega GT 2002,2002,Racing,Sega,82,E,190000
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,68,E10+,190000
Family Feud: 2012 Edition,2011,Misc,Ubisoft,,E10+,190000
Saints Row IV,2013,Action,Deep Silver,86,M,190000
Samurai Warriors 2: Empires,2006,Action,Tecmo Koei,55,T,190000
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,68,T,190000
Blood Omen 2,2002,Action,Eidos Interactive,76,M,190000
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,74,E,190000
J-League Pro Soccer Club o Tsukurou! 5,2007,Sports,Sega,,,190000
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,69,E,190000
Dance Central: Spotlight,2014,Misc,Microsoft Game Studios,74,T,190000
Little Battlers eXperience W,2012,Role-Playing,Level 5,,,190000
Warriors: Legends of Troy,2011,Action,Tecmo Koei,44,M,190000
Arcania: Gothic 4,2010,Role-Playing,JoWood Productions,63,T,190000
La Pucelle: Tactics,2002,Role-Playing,Tecmo Koei,79,T,190000
Disney's Meet the Robinsons,2007,Action,Disney Interactive Studios,62,E10+,190000
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,81,E,190000
Star Wars: The Clone Wars & Tetris Worlds,2002,Misc,Microsoft Game Studios,,,190000
The Bee Game,2007,Adventure,Midway Games,,E,190000
SBK X: Superbike World Championship,2010,Racing,Black Bean Games,74,E10+,190000
Rango: The Video Game,2011,Action,Electronic Arts,65,E10+,190000
Shadows of the Damned,2011,Action,Electronic Arts,76,M,190000
EverQuest Online Adventures: Frontiers,2003,Role-Playing,Sony Online Entertainment,77,T,190000
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,54,E,190000
Phantasy Star Online Ver. 2,2001,Role-Playing,Sega,80,T,190000
Treasures of the Deep,1997,Action,Namco Bandai Games,,,190000
Cabelas Survival: Shadows of Katmai,2011,Sports,Activision,,T,180000
Hot Wheels: Battle Force 5,2009,Racing,Activision,,E10+,180000
Go Play: Lumberjacks,2009,Simulation,Majesco Entertainment,,E,180000
Fight Clu,2004,Fighting,Vivendi Games,36,M,180000
Samurai Warriors: State of War,2005,Action,Tecmo Koei,64,T,180000
MotoGP 14 ,2014,Racing,Milestone S.r.l.,73,E,180000
Cabelas Survival: Shadows of Katmai,2011,Sports,Activision,,T,180000
Camping Mama: Outdoor Adventures,2011,Simulation,505 Games,51,E,180000
Dragon Blade: Wrath of Fire,2007,Action,D3Publisher,51,T,180000
Dance Dance Revolution: Disney Grooves,2009,Simulation,Konami Digital Entertainment,,E,180000
Harvest Moon: A Wonderful Life Special Edition,2004,Simulation,505 Games,,E,180000
Sports Illustrated for Kids: Football,2003,Sports,BAM! Entertainment,,,180000
The Munchables,2009,Action,Namco Bandai Games,71,E,180000
.hack//Quarantine Part 4: The Final Chapter,2003,Role-Playing,Atari,,,180000
Close Combat: First to Fight,2005,Shooter,Take-Two Interactive,69,T,180000
Indiana Jones and the Emperors Tom,2003,Action,LucasArts,73,T,180000
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,Vivendi Games,72,T,180000
Active Health with Carol Vorderman,2009,Sports,Nintendo,,,180000
Battle of Giants: Dinosaurs Strike,2010,Strategy,Ubisoft,,E10+,180000
Remington Super Slam Hunting: North America,2010,Sports,Mastiff,,T,180000
Reel Fishing II,2000,Sports,Victor Interactive,,,180000
Squeeballs Party,2009,Puzzle,Performance Designed Products,59,E10+,180000
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,68,E,180000
Imagine: Babyz Fashion,2009,Simulation,Ubisoft,,E,180000
Dead or Alive,1997,Fighting,Tecmo Koei,,,180000
Heavy Fire: Afghanistan,2011,Shooter,Mastiff,39,T,180000
Driving Emotion Type-S,2000,Racing,Electronic Arts,55,E,180000
Siren,2003,Adventure,Sony Computer Entertainment,72,M,180000
Happy Cooking,2006,Simulation,Ubisoft,,E,180000
NARC,2005,Shooter,Midway Games,51,M,180000
Shape Up,2014,Misc,Ubisoft,58,E,180000
NASCAR Unleashed,2011,Racing,Activision,,E,180000
Remember Me,2013,Action,Capcom,70,M,180000
Super Robot Taisen J,2005,Strategy,Banpresto,,,180000
Saw II: Flesh & Blood,2010,Action,Konami Digital Entertainment,,,180000
Cars: Race-O-Rama,2009,Racing,THQ,61,E,180000
Hidden Mysteries: Vampire Secrets,2010,Adventure,Astragon,,E10+,180000
Nep League DS,2007,Sports,Jaleco,,,180000
Ar tonelico 2: Melody of Metafalica,2007,Role-Playing,Nippon Ichi Software,,,180000
Jewel Master: Cradle of Athena,2010,Puzzle,Storm City Games,,E10+,180000
Casper: Friends Around the World,2000,Action,TDK Core,,,180000
Jurassic Park III: Island Attack,2001,Adventure,Konami Digital Entertainment,57,E,180000
Project X Zone 2: Brave New World,2015,Role-Playing,Namco Bandai Games,,,180000
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,,,180000
Star Trek: Legacy,2006,Simulation,Ubisoft,64,E10+,180000
Disgaea DS,2008,Role-Playing,Square Enix,82,T,180000
GameBoy Wars,1991,Strategy,Nintendo,,,180000
Amplitude,2003,Misc,Sony Computer Entertainment,86,T,180000
Gauntlet: Seven Sorrows,2005,Role-Playing,Midway Games,61,T,180000
AirForce Delta Storm,2001,Shooter,Konami Digital Entertainment,61,E,180000
Monopoly Party,2002,Misc,Infogrames,,,180000
NBA Live 16,2015,Sports,Electronic Arts,59,E,180000
Fear Effect 2: Retro Helix,2001,Action,Eidos Interactive,84,M,180000
Call of Duty: World at War,2008,Shooter,Activision,83,M,180000
Mahjong: Journey Quest for Tikal,2008,Puzzle,Rondomedia,,E,180000
Chaotic: Shadow Warriors,2009,Action,Activision,,E10+,180000
Ninja Gaiden 3,2012,Action,Nintendo,,,180000
CSI: Fatal Conspiracy,2010,Adventure,Ubisoft,39,M,180000
International Superstar Soccer 2000 (JP weekly sales),1999,Sports,Konami Digital Entertainment,,,180000
Chocobo no Fushigi Dungeon for WonderSwan,1999,Role-Playing,Namco Bandai Games,,,180000
Klonoa: Door to Phantomile,1997,Platform,Sony Computer Entertainment,,,180000
Ringling Bros. and Barnum & Bailey Circus,2009,Action,Take-Two Interactive,,,180000
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,48,M,180000
LEGO Marvels Avengers,2016,Action,Warner Bros. Interactive Entertainment,,E10+,180000
Atari Anniversary Advance,2002,Misc,Atari,75,E,180000
Summer Athletics: The Ultimate Challenge,2008,Sports,DTP Entertainment,,E,180000
Hatsune Miku and Future Stars: Project Mirai,2012,Misc,Sega,,,180000
Syndicate,2012,Shooter,Electronic Arts,74,M,180000
X-Men Origins: Wolverine,2009,Action,Activision,,T,180000
Ghostbusters: The Video Game,2009,Action,Atari,54,E10+,180000
Zumba Fitness Rush,2012,Sports,505 Games,73,E10+,180000
Call of Juarez,2007,Shooter,Ubisoft,71,M,180000
TalkMan (Japan),2005,Misc,Sony Computer Entertainment,,,180000
MotoGP,2009,Racing,Capcom,44,E,180000
Bloody Roar: Primal Fury,2002,Fighting,Activision,75,T,180000
Mega Man Soccer,1993,Sports,Capcom,,,180000
Mushroom Men: The Spore Wars,2008,Action,SouthPeak Games,72,E10+,180000
Dead or Alive Paradise,2010,Misc,Ubisoft Annecy,38,M,180000
LEGO Harry Potter: Years 5-7,2012,Action,Warner Bros. Interactive Entertainment,64,E10+,180000
Brunswick Pro Bowling,2010,Sports,505 Games,47,E,180000
FIFA Soccer 07,2006,Sports,Electronic Arts,,,180000
My Fitness Coach 2: Exercise and Nutrition,2009,Sports,Black Bean Games,,,180000
Doctor Who: Return to Earth,2010,Adventure,Asylum Entertainment,,,180000
Rabbids Party Collection,2010,Misc,Ubisoft,,,180000
The Last Airbender,2010,Action,THQ,69,E10+,180000
Alone in the Dark,2008,Adventure,Atari,39,M,180000
Pok\xc3\xa9mon I Choose You / Squirtle Squad Game Boy Advance Video,2004,Misc,Nintendo,,,180000
Backbreaker,2009,Sports,NaturalMotion,54,E,180000
Vampire Savior: The Lord of Vampire,1998,Fighting,Capcom,,,180000
Shrek SuperSlam,2005,Action,Activision,,,180000
Super Robot Taisen UX,2013,Role-Playing,Namco Bandai Games,,,180000
Six Flags Fun Park,2008,Misc,Brash Entertainment,34,E,180000
Valhalla Knights 3,2013,Role-Playing,Xseed Games,48,M,180000
Test Drive Off-Road Wide Open,2001,Racing,Infogrames,64,E,180000
Dishonored 2,2016,Action,Bethesda Softworks,86,M,180000
Jeopardy!,2010,Misc,THQ,,,180000
Pro Yaky? Spirits 2011,2011,Sports,Konami Digital Entertainment,,,180000
Battle Commander: Hachibushu Shura no Heihou,1991,Strategy,Banpresto,,,180000
WWE All Stars,2011,Fighting,THQ,70,T,180000
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,35,M,180000
Jampack Vol. 1,1996,Misc,Sony Computer Entertainment,,,180000
Daigasso! Band Brothers P,2013,Misc,Nintendo,,,180000
Mega Man X: Command Mission,2004,Role-Playing,Capcom,69,E,180000
Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,59,E,180000
Moon,1997,Adventure,ASCII Entertainment,,,180000
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action,Disney Interactive Studios,65,E10+,180000
GRID Autosport,2014,Racing,Codemasters,75,E,180000
Cabelas Big Game Hunter 2005 Adventures,2004,Sports,Activision,65,T,180000
Might & Magic: Clash of Heroes,2009,Role-Playing,Ubisoft,,,180000
Transformers: Prime,2012,Action,Activision,,,180000
Half-Minute Hero,2009,Role-Playing,Rising Star Games,84,E10+,180000
Sesame Street: Elmos Letter Adventure,1999,Misc,NewKidCo,,,180000
Re-Volt,1999,Racing,Acclaim Entertainment,,,180000
Company of Heroes: Anthology,2009,Strategy,THQ,,,180000
Gokujou Parodius,1994,Shooter,Konami Digital Entertainment,,,180000
The Chronicles of Narnia: Prince Caspian,2008,Action,Disney Interactive Studios,56,T,180000
Gauntlet: Dark Legacy,2002,Action,Midway Games,60,T,180000
A.C.E.: Another Centurys Episode 2,2006,Simulation,Banpresto,,,180000
Shadow The Hedgehog,2005,Platform,Sega,49,E10+,180000
Dark Souls II,2014,Role-Playing,Namco Bandai Games,91,T,180000
Mirrors Edge Catalyst,2016,Platform,Electronic Arts,72,T,180000
Batman: Vengeance,2001,Adventure,Ubisoft,68,E,180000
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000,Sports,Sega,,,180000
Grand Slam Tennis 2,2012,Sports,Electronic Arts,71,E,180000
The Adventures of Cookie & Cream,2000,Puzzle,Empire Interactive,,,180000
Pure Futbol,2010,Sports,Ubisoft,38,E,180000
World of Outlaws: Sprint Cars,2010,Racing,THQ,57,E,180000
Van Helsing,2007,Action,Activision,63,T,180000
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,51,E10+,180000
Spider-Man: Friend or Foe,2007,Action,Activision,58,E10+,180000
Rio,2011,Misc,THQ,,E10+,180000
Sing4: The Hits Edition,2011,Misc,Crave Entertainment,,T,180000
Gun,2005,Shooter,Activision,77,M,180000
SoulCalibur Legends,2007,Action,Namco Bandai Games,52,T,180000
F1 Challenge,1994,Racing,Sega,,,180000
Toukiden Kiwami,2015,Action,Tecmo Koei,74,T,180000
Metal Gear Ac!d 2,2005,Strategy,Konami Digital Entertainment,,,180000
Shadow Madness,1999,Action,Crave Entertainment,,,180000
Aliens: Colonial Marines,2013,Shooter,Sega,45,M,180000
Yakuza Zero: The Place of Oath,2015,Action,Sega,,,180000
FIFA Soccer 11,2010,Sports,Electronic Arts,83,E,180000
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,75,E,180000
Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,,E10+,180000
Borderlands,2009,Shooter,Take-Two Interactive,81,M,180000
The Game of Life / Yahtzee / Payday,2005,Misc,Zoo Digital Publishing,,,180000
de Blob 2,2011,Platform,THQ,79,E10+,180000
American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing,,T,180000
Silent Hill 4: The Room,2004,Action,Konami Digital Entertainment,76,M,180000
Commandos 2: Men of Courage,2002,Strategy,Eidos Interactive,67,T,180000
Jikkyou Powerful Pro Baseball 2016,2016,Sports,Konami Digital Entertainment,,,180000
Brink,2011,Shooter,Bethesda Softworks,70,T,180000
FIFA Soccer 2002,2001,Sports,Electronic Arts,81,E,180000
Pro Evolution Soccer 2013,2012,Sports,Konami Digital Entertainment,,,180000
Atari Anniversary Edition Redux,2000,Misc,Infogrames,72,E,180000
Lips: Party Classics,2010,Misc,Microsoft Game Studios,69,T,180000
Toukiden: The Age of Demons,2013,Action,Tecmo Koei,,,180000
Marvel Super Hero Squad: Comic Combat,2011,Action,THQ,,E10+,180000
Fireblade,2002,Action,Midway Games,,,180000
Disney's Tarzan Untamed,2001,Platform,Ubisoft,61,E,180000
Trinity Universe,2009,Role-Playing,Nippon Ichi Software,62,T,180000
Brunswick Circuit Pro Bowling,1998,Sports,THQ,,,180000
Pirates: Hunt For Blackbeards Booty,2008,Adventure,Activision,,E,180000
PlayStation Move Heroes,2011,Platform,Sony Computer Entertainment,53,E10+,180000
Cabelas Dangerous Hunts 2009,2008,Sports,Activision Value,,T,180000
Ball Breakers,2000,Action,Take-Two Interactive,68,E,180000
Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Action,Namco Bandai Games,,,180000
Splatterhouse,2010,Action,Namco Bandai Games,62,M,180000
EyeToy: Groove,2003,Misc,Sony Computer Entertainment,73,E,180000
You Dont Know Jack,2011,Misc,THQ,82,T,180000
Chuck E. Cheeses Party Games,2010,Misc,UFO Interactive,,E,180000
Twisted Metal: Small Brawl,2001,Action,Sony Computer Entertainment,51,T,180000
Otomedius Excellent,2011,Shooter,Konami Digital Entertainment,48,T,180000
I Spy: Castle,2011,Puzzle,Scholastic Inc.,,E,180000
Charlie and the Chocolate Factory,2005,Adventure,Global Star,39,E,180000
Escape The Museum,2010,Adventure,Astragon,,E,180000
Armored Core: Last Raven,2005,Simulation,505 Games,59,T,180000
Burnout Legends,2005,Racing,Electronic Arts,38,E,180000
Tomb Raider: Underworld,2009,Action,Eidos Interactive,,T,180000
College Hoops 2K7,2007,Sports,Take-Two Interactive,81,E,180000
Hello Kitty: Birthday Adventures,2010,Adventure,Namco Bandai Games,,E,180000
All Grown Up! Express Yourself,2004,Misc,THQ,,,180000
DiRT Showdown,2012,Racing,Codemasters,75,E10+,180000
K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,67,T,180000
Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Strategy,Namco Bandai Games,,,180000
Shaun White Skateboarding,2010,Sports,Ubisoft,59,E10+,180000
Super Robot Taisen A Portable,2008,Strategy,Namco Bandai Games,,,180000
Juiced,2005,Racing,THQ,68,T,180000
Naruto Shippuden: Dragon Blade Chronicles,2009,Action,505 Games,38,E10+,180000
Looney Tunes: Back in Action,2003,Platform,Electronic Arts,47,E,180000
The King of Fighters XIV,2016,Fighting,Deep Silver,79,T,180000
Virtua Tennis,2002,Sports,Atari,83,E,180000
Cabelas Big Game Hunter: Hunting Party,2011,Sports,Activision,,,180000
Bladestorm: Nightmare,2015,Action,Tecmo Koei,58,T,180000
Tales of the Tempest,2006,Role-Playing,Namco Bandai Games,,,180000
SimCity Creator (JP sales),2008,Simulation,Electronic Arts,,,180000
Biohazard: Revival Selection,2011,Action,Capcom,,,180000
Sonic Riders: Zero Gravity,2008,Racing,Sega,56,E,180000
UFC: Sudden Impact,2004,Fighting,Global Star,54,T,180000
NBA Hoopz,2001,Sports,Midway Games,63,E,180000
ESPN X Games Skateboarding,2001,Sports,Konami Digital Entertainment,,E,180000
MotoGP 15,2015,Racing,Milestone S.r.l.,66,,180000
Nancy Drew: The Hidden Staircase,2008,Adventure,THQ,,E,180000
Full Auto 2: Battlelines,2006,Racing,Sega,67,T,180000
Speedball 2100,2000,Sports,Empire Interactive,60,E,180000
College Hoops 2K8,2007,Sports,Take-Two Interactive,81,E,180000
How to Train Your Dragon,2010,Action,Activision,51,E10+,180000
LEGO Island 2: The Bricksters Revenge,2001,Adventure,LEGO Media,,,180000
Back to the Future: The Game,2015,Adventure,Telltale Games,,T,180000
Backyard Basketball,2004,Sports,Atari,,E,180000
Madden NFL 09,2008,Sports,Electronic Arts,,E,180000
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,65,T,180000
Scooby-Doo! Unmasked,2005,Platform,THQ,,,180000
Summon Night 4,2006,Role-Playing,Banpresto,,,180000
Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment,,,180000
NHL 2004,2003,Sports,Electronic Arts,85,E,180000
MindJack,2011,Shooter,Square Enix,44,M,180000
Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,62,E10+,180000
Monster 4x4: Stunt Racer,2009,Racing,Ubisoft,,E,180000
Velvet Assassin,2009,Shooter,DTP Entertainment,56,M,180000
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,58,T,180000
NFL 2K2,2002,Sports,Sega,87,E,180000
Marvel Super Hero Squad: Comic Combat,2011,Action,THQ,,E10+,180000
NBA Starting Five,2002,Sports,Konami Digital Entertainment,53,E,180000
Project Spark,2014,Misc,Microsoft Game Studios,73,E10+,170000
The Suffering: Ties That Bind,2005,Action,Midway Games,75,M,170000
EyeToy: Kinetic,2005,Sports,Sony Computer Entertainment,78,E,170000
Skylanders Imaginators,2016,Platform,Activision,,E10+,170000
Fancy Nancy: Tea Party Time!,2010,Adventure,THQ,,E,170000
Army Men: Sarges Heroes 2,2001,Shooter,Midas Interactive Entertainment,54,T,170000
The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,Nippon Ichi Software,90,T,170000
Conception II: Children of the Seven Stars,2013,Role-Playing,Screenlife,62,M,170000
The Wild Thornberrys: Animal Adventures,2000,Adventure,Mattel Interactive,,,170000
Cabelas Adventure Camp,2011,Misc,Activision,,E,170000
SEGA Bass Fishing Duel,2002,Sports,Sega,68,E,170000
Teen Titans,2006,Action,THQ,61,E10+,170000
Sports Illustrated for Kids: Baseball,2001,Sports,BAM! Entertainment,39,E,170000
Mark Davis Pro Bass Challenge,2002,Sports,Natsume,,E,170000
Ridge Racer,2011,Racing,Namco Bandai Games,44,E10+,170000
Farming Simulator 17,2016,Simulation,Focus Home Interactive,65,E,170000
Rugrats: Royal Ransom,2002,Platform,THQ,,E,170000
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,63,E,170000
Warriors of Might and Magic,2001,Adventure,3DO,49,T,170000
Petz: Horseshoe Ranch,2009,Adventure,Ubisoft,,,170000
Rapala Fishing Frenzy 2009,2008,Sports,Activision,31,E,170000
EyePet & Friends,2011,Simulation,Sony Computer Entertainment,,,170000
Open Season,2006,Platform,Ubisoft,59,E10+,170000
Street Fighter: The Movie,1995,Fighting,Acclaim Entertainment,,,170000
Major League Baseball 2K9,2009,Sports,Spike,61,E,170000
World Championship Poker,2004,Misc,Crave Entertainment,66,E,170000
Global Defence Force,2005,Shooter,Essential Games,,,170000
Hellboy: The Science of Evil,2008,Action,Konami Digital Entertainment,47,T,170000
Major League Baseball 2K6,2006,Sports,Take-Two Interactive,66,E,170000
WordJong Party,2008,Puzzle,Destineer,,E,170000
SaGa 2: Hihou Densetsu - Goddess of Destiny,2009,Role-Playing,Square Enix,,,170000
Smash Court Tennis Pro Tournament,2002,Sports,Sony Computer Entertainment,73,E,170000
Race Pro,2009,Racing,Atari,72,E,170000
Super Robot Taisen L,2010,Strategy,Namco Bandai Games,,,170000
Anarchy Reigns,2012,Action,Sega,73,M,170000
The Grim Adventures of Billy & Mandy,2006,Action,Midway Games,,,170000
NBA Inside Drive 2004,2003,Sports,Microsoft Game Studios,71,E,170000
The King of Fighters 97,1998,Fighting,SNK,,,170000
uDraw Studio: Instant Artist,2011,Misc,THQ,,E,170000
Time Commando,1996,Action,Adeline Software,,,170000
Professional Fishermans Tour: Northern Hemisphere,2007,Sports,505 Games,,E,170000
Kekkaishi: Karasumori Ayakashi Kidan,2007,Action,Namco Bandai Games,,,170000
Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment,66,E,170000
Dengeki Bunko Fighting Climax,2014,Fighting,Sega,66,T,170000
Dungeon Siege III,2011,Role-Playing,Square Enix,72,T,170000
The Hobbit,2003,Platform,Vivendi Games,61,E,170000
Backyard Sports Football: Rookie Rush,2010,Sports,Atari,,,170000
Skate it,2008,Sports,Electronic Arts,72,E,170000
Digimon Story: Cyber Sleuth,2015,Role-Playing,Namco Bandai Games,,T,170000
How to Train Your Dragon 2,2014,Adventure,Little Orbit,,E10+,170000
Cabelas Legendary Adventures,2008,Sports,Activision,,T,170000
True Crime: New York City,2005,Action,Activision,59,M,170000
Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,82,T,170000
Return to PopoloCrois: A Story of Seasons Fairytale,2015,Simulation,Marvelous Entertainment,72,E10+,170000
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012,Action,Namco Bandai Games,,,170000
The Secret World,2012,Role-Playing,Funcom,74,M,170000
Trauma Team,2010,Simulation,Atlus,82,T,170000
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,,E10+,170000
ESPN Final Round Golf 2002,2001,Sports,Konami Digital Entertainment,70,E,170000
Iron Chef America: Supreme Cuisine,2008,Simulation,Destineer,42,E10+,170000
MDK2 Armageddon,2001,Shooter,Virgin Interactive,80,T,170000
NHL 2K9,2008,Sports,Take-Two Interactive,69,E10+,170000
Exhibition Volume 02,2003,Misc,Microsoft Game Studios,,,170000
